x,y,token
-33.897926,11.515426,finds
24.887747,16.27292,necks
51.12488,53.11532,Nun
-15.924443,36.990017,durst
47.3948,12.756837,anointing
18.403934,-51.657177,bushes
21.74863,55.68862,102
-43.81437,-5.6566114,doubtless
13.486703,27.979473,falsehood
-51.35953,19.170462,differently
54.42148,46.185787,namely
-29.617628,-6.716343,errand
19.72399,-54.09217,rolls
2.0135295,-58.350517,lazy
-43.474022,-6.2267947,exposed
15.355469,-37.5341,onward
27.249931,-46.245693,magic
-40.129124,16.466835,tricks
28.822922,42.569122,Elias
-56.612576,2.074745,justly
18.417055,-14.540756,deepest
-49.358543,-5.6810904,characters
8.558438,-65.709114,cane
-62.98382,-33.796562,Villars
-50.668495,-0.77050215,devoted
-57.443386,16.645586,convey
-62.285843,9.242878,cared
0.37046674,56.42645,Whence
38.3028,-43.132904,landscape
-9.211914,55.72002,beene
-56.82911,8.48708,complaint
44.428844,7.7276406,bathe
25.310095,-61.67417,harpoons
-59.362206,-16.999125,recommended
-26.055422,-21.218664,ugly
-24.297985,-15.123472,uncommon
-51.285862,-27.350487,cards
-61.108032,-8.736571,performance
-54.37039,-28.125195,Delaford
31.98555,2.1841187,finest
-34.891666,35.669777,hey
-41.840878,49.576565,III
17.062637,56.830814,Open
-40.085503,-22.146477,acted
9.480339,-61.400948,elbow
-44.018925,23.42061,repeat
52.02535,59.119667,Shaphan
38.588284,-45.455765,powder
22.486376,31.139849,abideth
21.315355,-39.89584,fin
-30.03378,-46.027054,""";"
27.495836,-17.474863,sleeps
48.45537,-28.072563,inland
47.953815,51.067924,Rebekah
22.132275,27.152498,calleth
-37.9168,-42.131573,addressing
34.998882,-12.128194,hiss
38.282207,13.684249,pasture
5.2251034,-41.889366,extended
35.56411,-25.744337,manly
-41.110313,21.960676,speaks
16.624962,-57.27908,stepping
46.376972,-19.89947,blossoms
-66.93929,6.025535,preferred
46.541737,4.2512083,springs
46.07347,-6.0877824,stature
26.58058,25.546112,standeth
39.28601,8.646948,vines
41.779114,-22.939026,millions
-29.095552,-50.425106,Cat
27.05736,30.826113,wages
60.766052,5.0631104,bowl
54.489555,0.8075123,skins
10.9734,-26.291498,mask
-55.41349,-25.954803,engagements
24.34977,29.954683,Whoso
-51.183956,3.4137151,remarkably
-58.7125,-3.6150928,honesty
14.619628,25.462225,bitterness
47.52856,-28.614817,prairies
-4.8207784,7.4829626,grows
-16.525377,10.68144,anarchists
24.688942,-57.098137,piled
-44.45587,0.31276208,reasoning
-37.759,-18.319466,effort
22.439602,54.369606,72
-45.059982,-18.309502,arrive
22.981085,57.210503,74
9.33491,37.665237,recompense
1.9028224,-55.63929,pockets
-62.082794,-13.246254,removal
37.71317,49.571693,Nazareth
-54.246925,-5.4008217,proportion
-15.206702,12.28156,poem
4.228794,52.512276,sawest
27.526768,-2.240739,Seven
57.44244,2.5207462,brasen
-38.076286,-22.85359,relieved
-55.77617,11.533906,alter
-25.178795,37.326572,Sweet
-52.373066,-21.565655,visitors
-39.16931,23.825134,riddle
-20.02462,-23.712029,military
-0.2685154,-24.072693,alongside
44.608494,20.306936,casting
4.7073803,52.857445,makest
50.31176,3.4831753,meal
-21.604393,-27.456856,artificial
-48.28207,21.768324,honestly
-20.964628,38.61424,owe
20.664793,-57.183384,keel
7.0279784,40.875355,strive
-39.819637,-10.095805,cruelty
53.69414,3.755873,inwards
-48.942028,-19.403463,earned
-36.008698,-39.073288,repeating
-32.134758,-48.895176,",--"""
10.490052,-54.704773,spade
-25.298893,-47.65448,Major
11.22657,-48.385387,overboard
57.849113,57.277973,Jeshua
18.165535,50.607773,Until
65.57342,7.4276986,thirteen
-43.481167,19.745516,remarked
-21.542671,10.394647,sane
50.27117,19.488209,repair
6.152404,11.648673,seize
-15.944173,-11.453021,orphans
32.75508,-36.17442,meadow
21.441935,19.480307,deaf
-31.317844,-5.175102,yielded
-57.110264,2.7322557,sufferings
-36.870583,33.903152,n
-34.501125,-32.28342,gipsy
-10.527165,55.76414,goe
-59.282425,-1.5036463,misfortune
-12.797274,58.815166,euen
-52.103115,-5.7744737,extent
-13.43102,58.340427,Looke
37.96362,-14.03646,darkened
15.924707,-50.029247,plunged
-57.773872,-9.567465,concerns
-9.910917,-54.924103,scream
-3.244316,41.205875,Light
31.5373,19.996557,plagues
14.244213,60.788063,Sit
30.09206,38.507587,praying
-27.850515,29.282547,Thursday
11.974117,54.678158,Follow
44.155792,-36.500668,billows
-62.80758,-10.776996,sensations
-35.94859,56.216183,Clo
16.860697,41.77164,glorify
46.918793,-37.245346,vapour
32.550434,17.633883,bridegroom
8.568094,-57.204144,twisted
-21.432123,-15.481039,incredible
2.876783,-46.48817,coin
19.187025,-42.510685,riding
-59.50959,8.909737,decide
26.508177,-47.926003,lip
-64.463455,-1.3804475,flattered
-19.144588,-20.747053,precise
65.08549,44.42551,Joram
17.663624,40.868927,evermore
12.499093,35.22681,deliverance
-64.35858,11.815467,shocked
-41.35649,-5.2597265,joint
-46.534046,-10.487848,guided
-51.59029,17.170244,earn
-57.273468,-5.7086906,sentiment
3.5833564,-65.13317,mud
25.116667,-51.77321,angle
31.596684,-18.63742,grim
-56.675495,-9.813934,relation
50.507965,-23.411785,India
-24.373827,-1.5492353,owners
-24.396141,-46.602043,Seymour
-1.6199439,16.311838,empire
-33.377544,17.129276,manager
12.44754,38.848812,exalt
2.573524,3.3284636,pioneers
46.74885,-34.251854,filling
-1.5662495,13.791254,prime
-41.914753,43.60656,T
-8.418532,44.724617,Children
55.971092,34.450214,Jephthah
-62.098904,-19.262014,expecting
-59.8913,13.244082,excessively
-46.35913,-17.271894,additional
35.43148,27.913767,astray
-7.5624914,-25.29583,Eton
-52.254776,-3.6438525,essential
-16.310204,10.578051,People
-33.61207,-49.672417,Bab
10.10473,33.92047,elect
-46.390865,-17.184227,increasing
46.5315,33.34132,Barnabas
37.627792,29.725046,lots
-7.7692986,-16.870481,Whales
17.246122,-62.445633,astern
-50.54838,-6.514521,duties
36.087914,-56.33864,heel
-53.817863,-1.560786,notions
-40.71506,29.478079,ME
55.661514,58.69014,Hananiah
-61.8085,-17.482756,declined
30.848177,-45.733074,ribs
-38.924824,-23.523022,staid
14.140536,-60.25633,gazed
-62.432587,4.218892,inconvenience
-2.9488328,45.099514,Hence
-4.9557366,-62.153294,closer
-60.926384,4.922079,suggest
22.972748,-56.584087,floated
29.35104,-57.697617,fan
18.438997,30.962141,workers
-39.825554,17.374977,lease
-25.61404,-47.235035,Usher
36.872074,-30.408213,mould
-61.45944,-2.107081,prudence
-6.372038,50.776833,Wherein
12.191088,-48.671837,split
-44.368057,30.311111,Please
-51.562637,1.3572938,industrious
-55.27838,13.335086,assume
55.455074,8.083441,courses
31.6446,-11.319317,Above
45.11917,50.543396,Amnon
-6.655075,-26.391134,Salt
12.27765,54.384674,Ask
-59.535908,-2.0690358,acting
56.11287,14.463384,rods
-48.815147,-11.635265,fortitude
13.874284,-58.960712,Parsee
42.49161,-29.98035,stately
-54.162483,2.7926223,lasting
-24.279417,-26.558878,sensation
-2.0126433,47.57883,Ere
-11.91989,50.434498,bee
37.25482,46.93259,rebuked
13.232168,23.178108,disease
6.7160397,-2.849169,returns
-39.228207,42.837334,E
-10.666732,-59.49852,hurrying
-49.0522,-0.32684618,occasions
-64.10733,0.84917104,earlier
36.792194,-20.03507,chorus
-60.703136,-22.834536,Attorney
-56.01821,1.3583541,strictly
-4.9075117,56.742393,Doth
-52.461082,16.013292,accuse
57.325577,1.5658737,bowls
60.0966,0.786189,cherub
13.528654,17.378407,wearied
-60.078213,3.627035,reconciled
55.51195,2.0031054,breastplate
7.496192,18.474688,forthwith
32.183117,-41.59396,bending
54.95486,34.655746,Baasha
-6.0256834,-3.0897055,Hirsch
-23.7358,-40.596622,Harrogate
-19.012575,9.132005,crazy
-20.081705,-22.08514,Catholic
32.279697,-53.81427,frock
-60.531986,-30.515705,Dalrymple
51.465763,29.508812,Israelites
20.855982,-0.5268238,passions
-1.7358946,39.184563,Justice
-13.205594,11.148915,gross
-6.0959635,24.100798,beget
-9.60396,-47.131767,traveller
-15.503014,57.873363,Ophelia
0.21240495,41.511932,General
47.79779,48.97931,Levite
-7.0966625,-28.893074,landed
-51.844017,-10.667263,variety
57.76718,28.524788,goings
-21.267584,54.2703,Lenox
-15.534094,-16.762867,repose
-11.106176,-12.931293,whiteness
38.82485,23.64486,burdens
25.552076,26.330633,falleth
33.298843,5.637286,slumber
60.4651,51.631256,Elam
46.421806,-26.86017,Manhattan
16.81633,-27.612736,thread
20.750177,-42.43065,upwards
41.810616,-21.39153,Pioneers
-56.10849,-3.438617,undoubtedly
-37.129745,56.695034,Luc
-54.070663,-6.5101786,source
-22.789133,-57.214043,Chatterer
19.988125,40.65777,ordinances
-11.390603,58.628582,vse
19.77102,28.944618,perverse
-8.309341,50.640743,Serpent
-49.85032,1.8157372,benevolent
-19.844858,54.872192,Lucius
-3.8033605,-27.74437,policemen
-58.912506,-11.473472,remarks
-60.764774,-22.917381,proposal
-16.52281,24.57028,discern
-25.873291,39.083794,Country
5.647321,53.27005,camest
-24.19069,-57.23948,Mink
-11.171172,58.540287,Honor
38.62607,-10.88108,floods
-37.440685,-36.035744,embarrassment
-11.22995,-32.815697,changing
-55.85447,15.447462,approve
-4.415766,19.488338,purposes
25.557755,-43.56245,curiously
-49.202377,18.92801,prefer
-34.05764,-30.160162,gravity
-9.882133,17.72884,saving
5.377661,30.433779,executed
-59.280663,-7.24408,improvement
46.096104,50.45885,Uriah
-52.743187,-23.366077,pianoforte
61.67399,-3.177865,arches
17.143295,-62.429096,leeward
38.336178,-39.07418,dismal
7.6785717,-22.211506,dropt
49.180405,2.2668674,ointment
-53.616356,-29.00963,Cleveland
-49.370975,-6.332973,class
-23.09586,-14.754862,supernatural
36.430275,-12.681265,nostrils
-15.545037,11.882359,identity
-8.781066,-34.82951,parade
-52.511105,12.588304,conclude
-49.367443,6.3214803,syllable
-15.802683,-13.841293,leader
-15.61073,-52.68891,managed
-46.284966,3.2986834,neglected
64.42226,18.598145,harps
31.55926,7.202309,clothing
22.960196,2.609615,Its
-37.192463,2.313929,accounted
18.549583,29.837463,deceitful
37.89348,4.1420536,tooth
37.883926,-51.40382,palms
-26.85562,5.532625,answers
-7.751393,-55.79271,furiously
30.069635,-33.757877,shells
-17.737423,-20.509907,instinct
34.94806,36.76651,accused
-24.009542,-43.96425,Lucifer
32.236053,-53.587265,moustache
-13.63978,-32.597496,frightful
21.58375,-30.358002,mostly
28.269434,-9.745266,Fiend
-36.939842,33.822346,ain
29.28975,-3.2758002,pound
49.55322,51.833973,Hittite
58.28115,8.980294,kine
50.488518,3.158398,bottles
24.119799,38.783527,testified
10.715425,-58.953476,rigid
-8.492046,-33.67528,pack
16.779009,35.88216,punished
-2.4964044,-62.030956,glancing
-26.101954,19.388302,strawberries
5.4992614,-53.7844,seizing
-0.9301511,-21.107159,marks
13.435525,-38.01969,descried
-50.16932,2.3717558,ridiculous
19.225908,-38.901417,track
45.694496,-31.782042,hedges
-0.159805,-38.321323,lungs
-44.11009,-5.521827,retain
5.6900134,17.113169,Jove
23.9494,-35.04268,interior
30.444363,-10.220347,Chaos
-34.915104,-34.4695,momentary
57.21435,1.8489027,shittim
-55.126472,2.0686233,approved
-14.180639,54.35754,Play
50.158928,3.1850786,handful
43.983936,-31.965286,dense
-36.78768,13.661316,election
-56.309692,5.055062,discretion
-31.376364,37.369816,ho
-14.640058,-33.993584,vaguely
32.672665,-43.558292,drooping
20.005136,-52.12976,dreary
54.505283,7.251599,dedicated
-0.2182641,32.92352,Fast
2.9709651,-33.246292,wearing
16.0367,-6.5826144,storms
51.63304,54.622444,Korah
-28.979755,-51.0665,Caterpillar
4.294746,-43.679214,closely
66.72287,48.397934,fourteenth
-38.497185,-36.99774,hesitation
-4.626414,38.938107,anon
-11.123341,60.652493,selues
41.20938,-25.208864,crowds
-62.473885,-11.021679,expressions
-9.904775,-52.453,louder
-13.032308,11.37385,brute
36.60358,-33.833168,frost
-4.674888,-21.242542,million
19.647484,55.515903,Save
53.05581,3.499974,covereth
-56.08393,4.4231844,flattering
12.837357,37.73072,corruption
-42.213882,-7.209696,author
-59.488102,7.2115507,disgrace
37.08244,-32.203682,folds
-45.059353,-17.274044,actual
22.896278,29.060911,findeth
15.715422,55.562866,Return
6.0798607,41.611916,warn
-48.260036,-21.147762,excepting
54.953423,59.36943,Johanan
23.07536,-45.385452,occasional
-33.625866,-49.556103,Christopher
-56.589027,-6.876299,activity
35.623257,-24.149517,devilish
-53.593994,21.569431,vote
-21.259926,-58.180553,Pasture
-2.7300274,22.850737,causes
50.976143,56.793312,Ezra
36.852108,36.571796,marvelled
56.247383,58.404625,Shallum
-7.1618314,-16.390532,Dutch
65.882614,44.559547,Uzziah
46.51978,-27.49414,farms
52.1114,-2.506171,robes
-10.526262,-38.412952,cell
-28.971989,-28.369556,Flora
-9.31275,22.170727,defy
19.489658,-58.045113,darting
-24.524242,-14.707276,quantity
-46.46419,-18.782667,contrived
-29.213379,-49.290974,jury
19.96285,-61.066494,fore
36.024372,-6.426304,hairs
-13.873921,56.397507,faire
-25.98565,45.461613,forbear
39.172363,13.634067,dwellings
3.9978817,-61.814228,wig
55.692497,30.765759,giants
-43.04058,22.838385,protest
-7.727868,-14.308962,chapter
45.270256,-27.168623,northern
-5.619072,44.838966,haply
-35.239315,25.789516,coward
35.322697,33.325577,forsook
-39.5741,-47.60399,Englishman
8.529376,23.734007,guile
-65.28019,-5.7526875,injustice
-18.040756,-56.491684,mouse
57.40531,26.20952,Carmel
-18.262342,37.57451,demand
-2.405488,-51.79091,knocking
1.4210608,-48.26854,Fedallah
33.17084,-18.697216,burial
-23.817842,21.535189,eggs
-4.919283,56.538853,Beware
-16.377707,-50.916412,someone
-56.107716,-10.870508,independence
-6.9290595,-19.530445,cruising
-35.144596,12.119992,phrase
27.566221,-21.456005,dances
-9.761117,-58.034363,faster
18.662416,35.955246,abhorred
-16.10379,-20.949917,official
-61.04629,3.4904213,introduce
-52.26427,-0.90995765,correct
-66.19724,-2.7054539,endeavour
-22.369104,-11.892882,obvious
35.283497,-57.640175,thumb
-39.78791,35.06381,'--
43.231037,-40.633568,transparent
-47.005417,-7.604658,total
15.653255,42.483917,precepts
-19.871584,-53.554966,fox
-0.030836858,-36.55419,tulip
19.332062,-56.519054,ladder
9.482405,-11.400518,carries
-10.567047,-54.16493,hoarse
24.430103,54.35862,136
15.324688,-41.879333,frantic
48.059753,27.754768,strove
-24.144827,-24.053143,unconscious
29.907814,-37.858494,wandered
3.8699422,-56.396255,desk
-23.733105,-48.652733,loudly
41.989887,-1.5949055,stripped
51.031395,-16.948448,fountains
-9.547304,25.625017,verse
-48.514637,-25.620121,preceding
-10.394735,14.954801,Judge
29.24847,-46.049587,ponderous
14.633398,49.391068,Notwithstanding
-64.07234,-6.3317018,encouraging
30.335068,-11.141017,Deep
-18.802574,-12.30301,adventures
-18.93224,52.921505,Thunder
21.222057,-51.730274,screaming
50.842197,29.944807,companies
-25.200897,-32.942303,Everybody
35.34746,-56.64552,joints
-21.91913,-10.910492,commonly
24.010326,-45.907116,abrupt
24.293724,-45.8193,irregular
0.48700687,-53.47825,watches
23.983921,-2.755562,Song
-19.814486,-28.615196,actor
-8.545384,-18.321772,captured
-52.749466,19.590471,positively
45.51472,15.848531,hallowed
-22.229046,-47.473972,nodded
49.94667,32.321163,whithersoever
0.7883846,44.953644,bruise
8.526684,-28.407444,airs
-56.20051,9.056605,confident
-36.423584,-3.0903876,prolonged
-42.534153,44.790264,IS
-18.055439,22.790985,confirm
-5.4252005,-20.457218,navy
29.743002,-50.207294,cloak
39.490623,-38.635574,phantom
-55.13029,-27.745735,Campbells
-36.93866,20.62181,permit
-21.742155,17.30543,drown
-22.583275,27.969172,War
-59.78766,-34.36929,ladyship
-50.718494,-19.938532,drawings
-26.822474,17.36746,aboard
-25.902294,-52.525352,Tom
-53.997437,-7.986089,method
8.596158,42.803936,wisely
18.250156,-51.661957,fence
13.716141,35.616608,recompence
-48.459465,-15.784377,polite
29.624073,-47.56437,visage
57.778324,19.56685,entry
-57.83476,-4.6748486,abilities
46.054916,-30.22559,banks
34.936485,10.024543,rend
29.40568,31.190538,hire
-16.499138,-44.234344,courtiers
-59.112953,-18.093658,endeavoured
-52.918903,-9.135262,calculated
-15.287767,54.6298,Cinna
-44.611847,50.231903,Project
-58.589558,7.4501576,oppose
42.96939,31.231956,hasted
30.51776,44.336124,Hebrews
-56.63018,-18.43516,formerly
15.424196,28.313961,lust
28.573055,-8.052535,Sin
54.489674,-6.4856486,nails
-14.873577,58.959076,deere
-65.7144,-8.079094,opposition
38.265926,9.688752,herbs
35.757526,26.640276,robbed
1.8752884,31.665257,seemeth
37.321465,-20.355669,drums
-59.475056,8.9565325,respects
1.6241407,24.13562,accord
-47.040863,8.604225,gladly
24.690996,-18.507227,Mean
46.24864,13.136683,tithes
-10.205101,42.172375,Scotland
-3.2447977,-10.627141,Last
-0.92474735,-55.165268,examining
-64.247314,0.47565016,secrecy
-36.56758,45.275352,Latin
21.572674,55.429096,94
-48.81729,-15.423004,gaiety
16.277142,42.260933,lovingkindness
-28.153828,-32.767914,raising
27.315002,-11.057417,elements
10.067033,-0.0074451813,incessant
-53.164433,21.543278,oblige
58.76517,27.965794,Arnon
66.81135,48.380608,twelfth
47.673836,-0.49350274,talent
-1.5855314,-58.147263,Presently
-23.806532,-48.248962,Cutler
-14.297668,10.392956,beings
26.324543,34.959072,vowed
50.27334,58.651527,Baruch
18.09306,38.676193,excellency
26.019493,-23.354567,roads
-21.574383,-54.2976,Moon
-36.513985,-33.860207,unexpected
2.8882904,11.858678,lowly
48.44007,-2.6032867,changes
-14.819658,36.851208,Fate
27.535028,-8.883046,winged
-63.08533,-5.1266,indulgence
-24.102713,19.24569,cage
13.448266,-45.52987,shooting
49.589676,54.770496,Zeruiah
39.34183,-45.915123,pile
42.951412,36.13147,Macedonia
-5.569821,-7.81764,Council
-44.49901,-17.572823,inevitable
3.304844,53.483574,saidst
8.308744,-7.8486257,insane
19.200003,-3.6218786,peaceful
-63.693066,-3.68859,shewn
52.307854,-0.16976683,ornaments
-50.345516,-23.604141,removing
-43.487408,25.439945,sighing
57.853374,4.810657,oracle
17.473034,37.452225,magnified
-20.522984,-8.523017,admirable
-38.352844,9.244563,partner
59.187458,7.4947553,baskets
7.943937,-39.908363,waking
-54.40507,18.795313,consult
45.703983,-0.5621541,stripes
-47.330112,-17.195953,experienced
-52.338573,-3.2778468,qualities
33.541065,-49.952164,bull
-7.0102324,-22.724459,capture
13.311438,39.846912,rebel
43.78427,50.553555,Adonijah
-41.828587,-18.161903,supported
-40.13579,-22.374712,insisted
34.281513,-8.958933,tormented
-53.233192,16.460691,employ
41.944164,-38.914566,western
14.626538,59.924614,Lay
37.06401,-26.754269,measureless
-6.4354825,-20.934689,ruins
-34.200924,30.340101,Whoever
-11.45417,54.62056,Watch
35.47321,28.005787,maidens
-32.574066,-26.637995,cautious
-52.977215,20.11139,cheerfully
34.56798,-55.10624,waist
57.086746,1.522997,twined
-37.32333,11.4352255,appeal
16.57679,-26.422598,bears
-49.026436,20.370531,treat
17.129536,-50.37834,struggling
36.750347,-28.770136,hue
7.3667235,27.562498,lusts
-24.598787,-22.465704,brilliant
7.617688,-57.709877,snatched
-1.3767016,-49.854065,needle
27.738209,31.215418,bond
38.098705,2.5043793,colt
7.7808905,-54.02135,slip
43.95939,-30.620913,guns
-42.746666,-8.518957,operation
-26.835407,-48.071995,Ratcliffe
11.914568,-61.28231,tossing
-35.88649,-38.35417,hesitated
40.89519,-0.6653604,mantle
-16.639439,-4.2296963,ambition
13.03459,-56.32613,sticking
3.8633025,-52.38273,lap
4.0749273,-47.425262,monkey
-37.48199,54.87233,Scena
12.781577,41.68732,persecute
-26.850998,-45.240597,solemnly
-16.249973,57.64038,Thane
-40.236095,-38.3534,awkward
-47.313103,6.647864,debt
11.351743,1.4047008,memories
-51.262238,-12.938121,partial
-18.67542,29.436327,provide
20.782042,-5.0293717,brood
29.034258,32.92295,uncover
21.18109,-59.505196,hump
-34.296528,-22.682465,chanced
-33.766144,18.540125,folks
2.1332748,-44.05267,resting
3.0677085,47.36532,treacherously
51.64084,54.720734,Phinehas
-37.6733,-36.547314,agitated
-28.827154,-39.87634,lawyer
-36.054848,56.264385,Mal
-14.506193,58.79572,Messala
-49.895657,1.3157076,intelligent
-22.916098,-8.901264,theory
7.3179564,-7.303511,moves
-27.5398,-27.022638,page
-62.343643,-12.597564,suited
-56.00275,-5.3441734,felicity
-31.3327,-19.315496,perpetually
38.605347,-34.039192,spacious
-23.93215,-18.455185,bigger
-19.478733,-19.642046,adventure
-1.1984679,-33.90293,killing
-22.486532,-4.9245286,aged
-56.30654,-32.34978,Bristol
15.063434,44.788227,falsely
-21.293386,-43.805515,Count
39.82815,-42.732723,circles
-62.382565,-6.108595,preference
14.264296,-50.324482,heels
46.27901,-12.167475,brooks
42.632828,-4.5615177,washing
-11.739153,-53.71635,shrill
-22.269075,-53.527485,Chick
-26.358402,-27.99415,settling
24.662832,29.02056,whoso
37.149998,1.100075,shoe
66.19049,41.93378,Nebat
-28.493473,-48.07476,nodding
-55.863712,-24.886072,parish
53.40095,34.497128,besieged
18.016216,-54.52064,ceiling
52.914417,28.725885,Ethiopia
40.509125,22.327553,virgins
24.424723,35.362427,adversary
-20.814583,38.09568,relate
-4.8076916,-48.012745,pushing
-43.910004,2.4475253,reminded
13.421708,-44.113445,blaze
-37.002342,-28.097576,announced
-28.332836,13.213726,sixpence
-19.240477,-8.329557,volume
2.3543375,48.010868,rightly
47.51268,-24.816477,singer
-50.772793,-33.931316,Tuesday
16.098392,-9.51921,plays
-51.928387,-21.039957,attempts
30.991014,-0.5353238,wailing
31.825596,-53.430298,shirt
21.05205,56.03108,77
35.623383,21.390413,overthrow
6.836958,22.363335,tradition
-46.803936,15.602357,dreadfully
36.359257,-7.6205525,swelling
46.000088,52.64818,Abishai
-17.190979,51.263638,Farewell
58.44232,28.19793,Euphrates
-52.284824,-10.027341,alteration
5.5317636,-56.99168,waistcoat
-60.263664,5.156794,thorough
46.364017,-17.37069,orchard
44.6672,24.269432,divisions
-56.162025,0.24936388,genius
48.79678,30.51069,Nineveh
53.25759,35.421772,Benhadad
37.32929,46.89259,mocked
-49.49143,-28.510166,dined
-3.124106,3.890955,crow
61.4648,34.296238,Jebusites
67.08955,46.978737,Darius
-42.304287,-17.36512,animated
-51.451138,-5.141803,amount
43.564526,-8.947375,plenteous
-5.413901,-43.7979,proudly
20.658405,-58.7538,windlass
24.336893,-54.2629,loaded
31.251158,39.833626,proclaim
18.944506,-54.20131,balcony
44.618134,38.343132,banquet
30.402071,21.406046,stumble
-52.392624,13.703284,affect
16.39416,35.25408,rebellion
-11.319626,-1.3571254,brains
35.924088,-21.396017,mocking
12.55634,-53.190304,tin
-59.780552,-3.9849348,application
-38.525818,-34.181435,thoughtful
-25.97182,-46.824406,Hood
28.847181,-14.10959,joyous
-21.169563,-54.99204,Hen
-14.7987795,55.885944,Hand
-17.518274,-12.546591,included
-60.176075,-1.44698,unworthy
-23.884779,-48.26306,Madeleine
57.44413,57.690414,Meshullam
-55.272507,8.990917,neglect
-12.667192,-16.315321,remote
39.14249,31.7921,departing
6.8740697,39.739754,overtake
-39.042603,-41.27502,pleasantly
55.828087,58.50031,Maaseiah
-60.760273,-29.65416,niece
-1.379361,-12.357644,Paris
61.37224,-1.425758,measuring
49.372223,8.555413,leaven
45.190815,-34.131077,scent
45.89491,-21.027344,cotton
18.26102,54.62425,139
-38.91095,12.588439,philosophy
42.170456,-24.592617,superb
-37.64978,18.70386,hears
53.726418,-12.04798,warp
-15.005125,0.19323628,Castle
11.843184,32.505028,abound
6.7035966,-1.4042153,sport
32.11982,-45.84413,plank
12.084793,-2.9643981,Other
31.603691,-8.061057,dire
-25.531147,-47.402843,Vane
16.363132,58.8708,Gather
57.120537,-3.4307914,diamond
-39.93124,-27.842205,vacant
-29.079113,-48.649048,angrily
15.000324,57.889317,Cast
-55.994514,-11.273926,afforded
40.559975,-41.635098,winding
23.287128,-44.852856,intense
23.026796,1.1751887,continent
0.35485026,49.902924,Honour
16.881126,-54.716343,crept
-22.531445,-12.465383,system
50.560566,-9.038534,knives
21.865818,-61.979294,stove
-11.713218,48.873516,Might
17.521059,9.487957,embrace
65.72397,44.349903,Jotham
-16.406841,13.453444,presumed
-45.679646,-12.525719,excess
58.24932,1.7300159,hooks
35.7444,8.967281,suck
-31.93264,-28.787483,soothing
2.186808,55.492893,Dost
25.065786,28.206406,beareth
40.05932,-1.7696068,nail
56.142567,32.714687,Amalekites
20.027184,-13.732616,babe
23.08661,57.166584,80
38.200726,-10.816835,earthquake
-65.11095,-10.788032,softened
-52.01841,-7.8905334,policy
47.393417,50.46794,Tamar
-28.687828,20.07794,afore
6.962281,31.028255,calamity
24.539976,29.19365,killeth
47.88456,53.250504,Boaz
14.459083,-59.500477,panting
34.016476,20.236706,siege
20.045456,38.1492,ministry
-55.653435,18.670969,invite
49.21545,57.531986,seer
56.138077,33.715874,Midianites
-62.04738,2.2788434,procure
-29.209242,16.101475,Monday
-46.55942,-17.177927,temporary
14.375806,3.3806627,Full
30.835657,-37.544777,pursuers
38.890106,18.2857,carcases
6.138396,19.451988,robbers
26.842878,30.565031,ransom
56.301655,33.68846,Amalek
31.452887,-1.9569055,tumult
-22.66619,-32.171906,meanwhile
15.473122,54.285244,Rejoice
-48.667694,-17.66203,moderate
9.973733,39.48958,oppress
2.335669,37.347054,Wisdom
22.829092,38.97255,wickedly
30.580648,18.384932,sceptre
15.146463,-33.025093,limb
-31.595129,36.828587,Run
41.123745,4.3389716,vinegar
-51.748787,16.007017,succeed
55.22296,35.52615,Lachish
36.67728,-46.387577,feathers
-34.909668,34.97399,dam
-51.563316,-21.300674,roused
27.772184,31.524492,usury
20.352211,43.085995,fortress
-3.7065423,25.1658,warned
-21.395622,14.154674,fain
-34.93664,-13.638665,guest
14.765366,31.056112,subjection
-16.247246,-52.45541,letting
-13.540519,7.0931597,member
-38.95699,17.411388,insult
-12.296938,51.860947,Fortune
-11.396066,58.688553,eare
-37.876995,32.960102,hadn
-0.6726512,21.221361,immortality
-23.51477,-44.766937,Kidd
-6.7410903,48.82636,warlike
-14.933465,51.13236,meane
-26.053892,-47.423794,Cray
33.028725,-52.077633,buttons
-22.672993,-58.044888,Crow
-1.7315896,-36.29559,shell
-22.761473,-58.111977,Jay
18.813492,-57.734886,slid
-48.240467,11.64345,disturb
-46.532177,2.4921045,visiting
11.813134,-54.3758,pin
-39.099968,54.02592,Chapter
31.646381,44.302074,baptism
-23.131615,20.71642,pig
19.293627,-57.021156,sweeping
21.67631,-57.312584,clinging
12.057544,-59.575832,brows
-36.84097,18.906048,keeps
19.36133,-8.810441,sublime
40.92716,-44.334587,spray
35.42344,-26.96266,fluid
-13.052682,13.417373,dreaded
47.79983,-26.781189,Mississippi
66.06554,8.264976,seventeen
37.50347,-23.905127,cannon
12.698381,54.179382,Except
-7.3901787,-25.566181,villa
7.2347608,-45.157516,Meanwhile
-6.8278084,-33.565308,beer
-5.0283003,-36.939926,dish
37.589237,35.20125,proclaimed
-39.795807,31.948391,eh
40.048923,-32.821373,bark
1.284721,-49.17662,Lakeman
-30.141848,21.687094,scrape
-7.8670034,-25.009928,etc
20.829044,-48.153164,choked
41.943745,1.1162952,dove
-41.5773,-44.687126,Cox
-9.765812,-57.92181,harder
8.138299,29.852354,maintain
-44.69814,50.138405,eBook
10.448915,-16.066887,treacherous
-47.9098,-5.973779,enjoying
-39.79885,-19.432894,resolute
-9.515477,-54.62933,whistle
-22.54882,27.952734,Chief
-3.4339683,-36.735012,cheese
